x,y,B02,B03,B04,B05,B06,B07,B08,B09,B11,B12,Label
37,55,413,574,598,1183,1597,1711,1360,1786,2146,1864,gedung
38,55,249,358,398,748,1068,1198,873,1786,1383,1287,gedung
39,55,376,490,434,748,1068,1198,1156,1786,1383,1287,gedung
29,56,2208,2364,2136,2149,2395,2410,2692,1781,3395,3434,gedung
30,56,1026,1172,1154,1574,1856,2065,2142,2130,2650,2502,gedung
31,56,940,1116,1416,1574,1856,2065,1844,2130,2650,2502,gedung
32,56,1230,1476,1550,1661,1842,1729,1793,2130,2664,2954,gedung
33,56,841,1100,1256,1661,1842,1729,1490,2130,2664,2954,gedung
41,56,309,424,336,806,1280,1653,1325,1786,1611,1003,gedung
42,56,317,365,350,820,1398,1643,1340,1882,1613,1051,gedung
43,56,272,337,365,820,1398,1643,1208,1882,1613,1051,gedung
44,56,320,415,393,627,1150,1495,1200,1882,1397,1146,gedung
45,56,563,661,717,627,1150,1495,1252,1882,1397,1146,gedung
46,56,944,1190,1416,1174,1372,1363,1554,1882,2447,2701,gedung
48,56,991,1220,1410,1664,1652,1645,1525,1537,3452,4404,gedung
49,56,1036,1228,1458,1664,1652,1645,1633,1537,3452,4404,gedung
50,56,968,1202,1378,1619,1644,1782,1544,1537,3631,4538,gedung
51,56,968,1198,1278,1619,1644,1782,1482,1537,3631,4538,gedung
52,56,923,1092,1270,1498,1535,1630,1414,1537,3381,4306,gedung
53,56,871,1070,1250,1498,1535,1630,1384,1537,3381,4306,gedung
54,56,815,1048,1186,1398,1443,1465,1406,1559,3059,3954,gedung
55,56,724,922,1062,1398,1443,1465,1306,1559,3059,3954,gedung
56,56,841,1028,1278,1431,1496,1592,1432,1559,3029,3778,gedung
28,57,866,1028,1120,2149,2395,2410,1775,1781,3395,3434,gedung
29,57,644,935,1058,2149,2395,2410,1683,1781,3395,3434,gedung
30,57,792,1064,1066,1574,1856,2065,1860,2130,2650,2502,gedung
31,57,1000,1202,1250,1574,1856,2065,1842,2130,2650,2502,gedung
32,57,1128,1240,1350,1661,1842,1729,1769,2130,2664,2954,gedung
33,57,719,890,1132,1661,1842,1729,1490,2130,2664,2954,gedung
42,57,334,558,450,820,1398,1643,1804,1882,1613,1051,gedung
43,57,337,489,407,820,1398,1643,1554,1882,1613,1051,gedung
44,57,355,456,353,627,1150,1495,1288,1882,1397,1146,gedung
45,57,538,664,763,627,1150,1495,1139,1882,1397,1146,gedung
46,57,1052,1300,1476,1174,1372,1363,1604,1882,2447,2701,gedung
48,57,1144,1346,1644,1664,1652,1645,1779,1537,3452,4404,gedung
49,57,1384,1656,1760,1664,1652,1645,1924,1537,3452,4404,gedung
50,57,1184,1438,1632,1619,1644,1782,1762,1537,3631,4538,gedung
51,57,1007,1284,1432,1619,1644,1782,1629,1537,3631,4538,gedung
52,57,952,1180,1338,1498,1535,1630,1554,1537,3381,4306,gedung
53,57,937,1164,1324,1498,1535,1630,1517,1537,3381,4306,gedung
54,57,924,1164,1314,1398,1443,1465,1509,1559,3059,3954,gedung
55,57,880,1116,1234,1398,1443,1465,1454,1559,3059,3954,gedung
56,57,1308,1534,1826,1431,1496,1592,1902,1559,3029,3778,gedung
29,58,677,784,779,972,1530,1591,1308,1781,1597,1515,gedung
30,58,1180,1332,1550,1270,1531,1681,1767,2130,2184,2158,gedung
31,58,1378,1700,1950,1270,1531,1681,2050,2130,2184,2158,gedung
32,58,1512,1814,1810,2110,2116,2095,2134,2130,3294,3504,gedung
33,58,1340,1622,1764,2110,2116,2095,2091,2130,3294,3504,gedung
42,58,543,792,779,1387,2260,2429,2627,1882,2445,1677,gedung
43,58,462,691,637,1387,2260,2429,2174,1882,2445,1677,gedung
44,58,357,554,407,880,1439,1714,1413,1882,1833,1356,gedung
45,58,605,742,816,880,1439,1714,1058,1882,1833,1356,gedung
46,58,998,1196,1346,1173,1282,1201,1345,1882,1966,2246,gedung
49,58,1346,1626,1776,1525,1573,1527,1940,1537,2754,3605,gedung
50,58,1306,1536,1776,1603,1688,1644,1971,1537,3301,4168,gedung
51,58,1220,1450,1706,1603,1688,1644,1924,1537,3301,4168,gedung
52,58,1108,1346,1618,1565,1645,1634,1811,1537,3515,4426,gedung
53,58,1038,1262,1472,1565,1645,1634,1697,1537,3515,4426,gedung
54,58,990,1238,1462,1555,1595,1649,1657,1559,3558,4441,gedung
55,58,1184,1460,1690,1555,1595,1649,1832,1559,3558,4441,gedung
56,58,1866,1988,2030,1800,1818,1892,2299,1559,3580,4419,gedung
31,59,1604,1882,2046,1270,1531,1681,2107,2130,2184,2158,gedung
32,59,1624,1868,2116,2110,2116,2095,2205,2130,3294,3504,gedung
33,59,1578,1888,2244,2110,2116,2095,2348,2130,3294,3504,gedung
34,59,1294,1622,1678,1869,1976,1984,2127,2130,3128,3606,gedung
43,59,535,791,740,1387,2260,2429,2385,1882,2445,1677,gedung
44,59,456,595,518,880,1439,1714,1467,1882,1833,1356,gedung
45,59,703,841,962,880,1439,1714,1071,1882,1833,1356,gedung
46,59,932,1064,1088,1173,1282,1201,1177,1882,1966,2246,gedung
49,59,989,1230,1362,1525,1573,1527,1377,1537,2754,3605,gedung
50,59,1088,1358,1462,1603,1688,1644,1489,1537,3301,4168,gedung
51,59,1172,1412,1542,1603,1688,1644,1626,1537,3301,4168,gedung
52,59,1208,1430,1548,1565,1645,1634,1703,1537,3515,4426,gedung
53,59,1108,1302,1478,1565,1645,1634,1653,1537,3515,4426,gedung
54,59,1108,1306,1578,1555,1595,1649,1788,1559,3558,4441,gedung
55,59,1294,1478,1672,1555,1595,1649,1881,1559,3558,4441,gedung
56,59,1260,1532,1648,1800,1818,1892,1829,1559,3580,4419,gedung
32,60,1578,1826,2070,2327,2264,2192,2192,1774,3786,4125,gedung
33,60,1416,1758,2102,2327,2264,2192,2234,1774,3786,4125,gedung
34,60,1026,1358,1344,1809,1920,1956,1904,1774,3237,3677,gedung
43,60,584,833,828,1324,2086,2359,2475,1997,2278,1587,gedung
44,60,578,681,655,1030,1615,1694,1395,1997,1930,1402,gedung
45,60,808,975,1046,1030,1615,1694,1079,1997,1930,1402,gedung
46,60,930,1074,1070,1052,1118,1089,1109,1997,1604,1623,gedung
50,60,974,1104,1190,1267,1251,1259,1205,1413,1997,2312,gedung
51,60,946,1114,1242,1267,1251,1259,1220,1413,1997,2312,gedung
52,60,894,1124,1220,1322,1339,1321,1228,1413,2191,2722,gedung
53,60,875,1116,1212,1322,1339,1321,1215,1413,2191,2722,gedung
54,60,938,1188,1262,1301,1342,1289,1374,1388,2377,2991,gedung
55,60,959,1174,1296,1301,1342,1289,1404,1388,2377,2991,gedung
56,60,924,1112,1280,1274,1403,1461,1488,1388,2602,2944,gedung
33,61,1344,1714,2018,2327,2264,2192,2175,1774,3786,4125,gedung
34,61,719,919,764,1809,1920,1956,1582,1774,3237,3677,gedung
44,61,612,728,756,1030,1615,1694,1365,1997,1930,1402,gedung
45,61,869,1016,1046,1030,1615,1694,1116,1997,1930,1402,gedung
46,61,887,1019,1072,1052,1118,1089,1031,1997,1604,1623,gedung
50,61,954,1096,1114,1267,1251,1259,1135,1413,1997,2312,gedung
51,61,930,1078,1138,1267,1251,1259,1158,1413,1997,2312,gedung
52,61,894,1024,1086,1322,1339,1321,1166,1413,2191,2722,gedung
53,61,894,1018,1094,1322,1339,1321,1137,1413,2191,2722,gedung
54,61,839,993,1114,1301,1342,1289,1122,1388,2377,2991,gedung
55,61,814,968,1096,1301,1342,1289,1106,1388,2377,2991,gedung
56,61,760,938,994,1274,1403,1461,1237,1388,2602,2944,gedung
35,62,484,694,872,1596,1835,1839,1344,1774,2888,3338,gedung
44,62,441,588,629,804,1206,1371,1341,1997,1490,1248,gedung
45,62,791,917,931,804,1206,1371,1144,1997,1490,1248,gedung
50,62,927,1056,1110,956,1113,1160,1147,1413,1580,1577,gedung
51,62,927,1066,1154,956,1113,1160,1136,1413,1580,1577,gedung
52,62,883,1042,1104,984,1071,1140,1106,1413,1637,1567,gedung
53,62,871,1052,1064,984,1071,1140,1083,1413,1637,1567,gedung
54,62,850,984,1082,1017,1078,1086,1089,1388,1592,1603,gedung
55,62,923,1042,1074,1017,1078,1086,1142,1388,1592,1603,gedung
56,62,801,955,941,1084,1239,1393,1384,1388,1753,1730,gedung
45,63,653,807,909,804,1206,1371,1144,1997,1490,1248,gedung
46,63,541,702,660,956,1085,1101,1059,1997,1515,1743,gedung
47,63,333,500,482,956,1085,1101,970,1997,1515,1743,gedung
48,63,469,628,623,833,1062,1077,1148,1413,1444,1509,gedung
49,63,667,832,785,833,1062,1077,1238,1413,1444,1509,gedung
50,63,760,915,947,956,1113,1160,1164,1413,1580,1577,gedung
52,63,831,971,997,984,1071,1140,1106,1413,1637,1567,gedung
53,63,857,977,1007,984,1071,1140,1116,1413,1637,1567,gedung
54,63,808,944,1042,1017,1078,1086,1091,1388,1592,1603,gedung
55,63,885,1021,1034,1017,1078,1086,1170,1388,1592,1603,gedung
56,63,669,870,862,1084,1239,1393,1498,1388,1753,1730,gedung
45,64,865,988,1130,1079,1294,1359,1325,1997,2312,2191,gedung
46,64,537,651,572,1253,1385,1428,1124,1997,2431,2819,gedung
47,64,255,365,335,1253,1385,1428,952,1997,2431,2819,gedung
48,64,287,409,423,873,1109,1221,962,1413,1995,2040,gedung
49,64,365,508,531,873,1109,1221,1204,1413,1995,2040,gedung
50,64,485,634,639,1038,1292,1482,1318,1413,1932,2124,gedung
37,65,330,465,487,574,929,1189,1577,1973,1344,1118,gedung
38,65,583,801,888,1014,1580,1747,2574,1973,1890,1263,gedung
46,65,911,1148,1152,1253,1385,1428,1465,1997,2431,2819,gedung
47,65,786,944,928,1253,1385,1428,1295,1997,2431,2819,gedung
48,65,714,818,799,873,1109,1221,1239,1413,1995,2040,gedung
49,65,643,731,802,873,1109,1221,1463,1413,1995,2040,gedung
50,65,686,851,896,1038,1292,1482,1725,1413,1932,2124,gedung
37,66,444,641,759,596,1037,1410,2020,1751,1394,1170,gedung
38,66,677,960,1104,1283,1761,1836,2671,1751,2265,1582,gedung
39,66,628,936,1106,1283,1761,1836,2514,1751,2265,1582,gedung
45,66,1288,1512,1748,1584,1660,1645,1889,1761,3094,3411,gedung
50,66,1224,1478,1552,1637,1764,1920,1953,1653,3460,4090,gedung
51,66,1064,1278,1358,1637,1764,1920,1814,1653,3460,4090,gedung
38,67,672,916,1054,1283,1761,1836,2214,1751,2265,1582,gedung
39,67,643,851,958,1283,1761,1836,1909,1751,2265,1582,gedung
40,67,700,888,1017,1442,2005,2147,2051,1751,2624,2036,gedung
45,67,1242,1512,1748,1584,1660,1645,1892,1761,3094,3411,gedung
52,67,1192,1510,1686,1490,1589,1676,1845,1653,3216,3780,gedung
53,67,1160,1490,1610,1490,1589,1676,1886,1653,3216,3780,gedung
38,68,440,629,751,1147,1596,1628,1674,1751,2031,1378,gedung
39,68,427,656,631,1147,1596,1628,1407,1751,2031,1378,gedung
40,68,598,706,672,1022,1520,1748,1517,1751,2021,1696,gedung
41,68,498,672,717,1022,1520,1748,1690,1751,2021,1696,gedung
42,68,477,621,539,885,1240,1514,1454,1761,1944,1668,gedung
45,68,1216,1490,1716,1509,1533,1473,1788,1761,2605,3075,gedung
53,68,1406,1642,1884,1961,1960,1970,2082,1653,4109,5060,gedung
54,68,1302,1598,1938,2124,2186,2088,1992,1946,4487,5626,gedung
55,68,1770,2164,2438,2124,2186,2088,2757,1946,4487,5626,gedung
56,68,1902,2338,2784,2574,2653,2954,3130,1946,5504,6683,gedung
57,68,1660,1986,2202,2574,2653,2954,2694,1946,5504,6683,gedung
38,69,350,472,564,1147,1596,1628,1558,1751,2031,1378,gedung
39,69,392,559,669,1147,1596,1628,1852,1751,2031,1378,gedung
40,69,401,650,664,1022,1520,1748,1812,1751,2021,1696,gedung
41,69,345,566,536,1022,1520,1748,1578,1751,2021,1696,gedung
42,69,476,576,559,885,1240,1514,1216,1761,1944,1668,gedung
43,69,926,1102,1224,885,1240,1514,1295,1761,1944,1668,gedung
44,69,1128,1260,1356,1509,1533,1473,1423,1761,2605,3075,gedung
45,69,1126,1276,1460,1509,1533,1473,1554,1761,2605,3075,gedung
46,69,1158,1354,1538,1712,1720,1724,1654,1761,3303,4311,gedung
53,69,1376,1648,1850,1961,1960,1970,2000,1653,4109,5060,gedung
54,69,1310,1624,1942,2124,2186,2088,2046,1946,4487,5626,gedung
55,69,1892,2240,2588,2124,2186,2088,2842,1946,4487,5626,gedung
56,69,1880,2346,2824,2574,2653,2954,3146,1946,5504,6683,gedung
57,69,1744,2100,2330,2574,2653,2954,2647,1946,5504,6683,gedung
58,69,1732,2174,2678,2586,2603,2674,2835,1946,5391,6349,gedung
59,69,1780,2144,2340,2586,2603,2674,2811,1946,5391,6349,gedung
60,69,1742,2106,2566,2416,2483,2593,2808,2331,4772,5785,gedung
61,69,1754,2126,2442,2416,2483,2593,2809,2331,4772,5785,gedung
39,70,624,755,745,971,1319,1321,1714,1751,1570,1221,gedung
40,70,1152,1158,1504,1099,1537,1822,2366,1751,1973,2041,gedung
41,70,568,863,960,1099,1537,1822,1865,1751,1973,2041,gedung
42,70,560,650,608,1089,1390,1428,1114,1761,2050,1694,gedung
43,70,1028,1202,1234,1089,1390,1428,1238,1761,2050,1694,gedung
45,70,1020,1208,1228,1259,1260,1203,1276,1761,1915,2043,gedung
46,70,1024,1208,1256,1352,1325,1369,1304,1761,2256,2409,gedung
54,70,1330,1624,1868,1765,1813,1798,2019,1946,3540,4475,gedung
55,70,1758,2122,2514,1765,1813,1798,2645,1946,3540,4475,gedung
56,70,1788,2242,2600,2225,2235,2373,2908,1946,4662,5658,gedung
57,70,1750,1996,2388,2225,2235,2373,2618,1946,4662,5658,gedung
58,70,1814,2264,2680,2500,2505,2484,2974,1946,5225,6449,gedung
59,70,1762,2072,2344,2500,2505,2484,2714,1946,5225,6449,gedung
60,70,1698,2126,2626,2581,2590,2629,2872,2331,5448,6747,gedung
61,70,1786,2148,2332,2581,2590,2629,2774,2331,5448,6747,gedung
62,70,1696,2092,2504,2639,2672,2665,2741,2331,5473,6746,gedung
63,70,1750,2176,2452,2639,2672,2665,2786,2331,5473,6746,gedung
64,70,1676,2026,2382,2637,2637,2660,2635,2331,5316,6365,gedung
65,70,1600,1910,2236,2637,2637,2660,2534,2331,5316,6365,gedung
39,71,907,993,1036,971,1319,1321,1469,1751,1570,1221,gedung
40,71,1870,1860,2056,1099,1537,1822,2290,1751,1973,2041,gedung
41,71,909,1288,1162,1099,1537,1822,1990,1751,1973,2041,gedung
42,71,664,702,673,1089,1390,1428,1147,1761,2050,1694,gedung
43,71,1094,1234,1282,1089,1390,1428,1274,1761,2050,1694,gedung
54,71,1166,1382,1486,1765,1813,1798,1543,1946,3540,4475,gedung
55,71,1306,1568,1784,1765,1813,1798,1856,1946,3540,4475,gedung
56,71,1412,1712,1930,2225,2235,2373,2119,1946,4662,5658,gedung
57,71,1410,1712,2076,2225,2235,2373,2199,1946,4662,5658,gedung
58,71,1558,1954,2230,2500,2505,2484,2448,1946,5225,6449,gedung
59,71,1582,1870,2258,2500,2505,2484,2425,1946,5225,6449,gedung
60,71,1650,2068,2484,2581,2590,2629,2723,2331,5448,6747,gedung
61,71,1690,2052,2250,2581,2590,2629,2576,2331,5448,6747,gedung
62,71,1656,2046,2542,2639,2672,2665,2740,2331,5473,6746,gedung
63,71,1796,2146,2360,2639,2672,2665,2750,2331,5473,6746,gedung
64,71,1622,1996,2444,2637,2637,2660,2608,2331,5316,6365,gedung
65,71,1676,2030,2168,2637,2637,2660,2565,2331,5316,6365,gedung
39,72,426,584,657,593,1146,1280,1271,1811,1351,978,gedung
40,72,610,878,1108,763,1201,1504,1410,1811,1508,1282,gedung
41,72,538,777,610,763,1201,1504,1426,1811,1508,1282,gedung
42,72,629,697,777,879,1180,1341,1293,1890,1441,1251,gedung
47,72,997,1142,1172,1081,1281,1205,1156,1890,1587,1748,gedung
54,72,1122,1284,1334,1409,1404,1391,1338,1559,2239,2490,gedung
55,72,1126,1338,1432,1409,1404,1391,1390,1559,2239,2490,gedung
56,72,1114,1356,1410,1519,1533,1501,1429,1559,2624,3113,gedung
57,72,1126,1376,1514,1519,1533,1501,1496,1559,2624,3113,gedung
58,72,1198,1398,1556,1606,1627,1600,1660,1559,3114,3697,gedung
59,72,1258,1488,1686,1606,1627,1600,1802,1559,3114,3697,gedung
60,72,1362,1642,1864,1733,1750,1743,2008,1685,3595,4205,gedung
61,72,1396,1660,1952,1733,1750,1743,2078,1685,3595,4205,gedung
62,72,1456,1802,2152,1867,1908,1929,2275,1685,3946,4745,gedung
63,72,1630,1926,2176,1867,1908,1929,2402,1685,3946,4745,gedung
64,72,1508,1910,2324,2159,2134,2168,2492,1685,4396,5369,gedung
65,72,1656,2024,2184,2159,2134,2168,2610,1685,4396,5369,gedung
40,73,286,418,345,763,1201,1504,1232,1811,1508,1282,gedung
41,73,294,430,315,763,1201,1504,1171,1811,1508,1282,gedung
42,73,413,570,525,879,1180,1341,1226,1890,1441,1251,gedung
43,73,590,719,693,879,1180,1341,1193,1890,1441,1251,gedung
44,73,652,772,784,986,1148,1235,1220,1890,1345,1567,gedung
45,73,708,872,893,986,1148,1235,1313,1890,1345,1567,gedung
46,73,800,959,1020,1081,1281,1205,1324,1890,1587,1748,gedung
48,73,947,1128,1138,1113,1241,1236,1243,1654,1732,1843,gedung
55,73,1170,1376,1432,1409,1404,1391,1371,1559,2239,2490,gedung
56,73,1142,1296,1312,1519,1533,1501,1395,1559,2624,3113,gedung
57,73,1124,1314,1410,1519,1533,1501,1382,1559,2624,3113,gedung
58,73,1130,1302,1378,1606,1627,1600,1371,1559,3114,3697,gedung
59,73,1136,1314,1410,1606,1627,1600,1390,1559,3114,3697,gedung
60,73,1158,1360,1424,1733,1750,1743,1436,1685,3595,4205,gedung
61,73,1138,1328,1428,1733,1750,1743,1485,1685,3595,4205,gedung
62,73,1144,1364,1506,1867,1908,1929,1612,1685,3946,4745,gedung
63,73,1240,1446,1666,1867,1908,1929,1781,1685,3946,4745,gedung
64,73,1272,1536,1786,2159,2134,2168,1940,1685,4396,5369,gedung
65,73,1374,1682,1950,2159,2134,2168,2057,1685,4396,5369,gedung
40,74,296,421,445,1114,1598,1652,1522,1811,2602,2753,gedung
41,74,250,381,340,1114,1598,1652,1474,1811,2602,2753,gedung
42,74,235,379,325,992,1570,1672,1431,1890,2718,2758,gedung
43,74,235,392,323,992,1570,1672,1123,1890,2718,2758,gedung
44,74,264,445,337,724,1289,1485,1188,1890,2280,1891,gedung
45,74,365,488,400,724,1289,1485,1209,1890,2280,1891,gedung
46,74,482,579,518,730,1233,1529,1338,1890,1881,1487,gedung
47,74,584,681,703,730,1233,1529,1403,1890,1881,1487,gedung
50,74,974,1152,1208,1024,1213,1384,1310,1654,1593,1729,gedung
55,74,1150,1334,1394,1282,1360,1337,1396,1559,1954,2096,gedung
56,74,1168,1298,1300,1346,1345,1390,1389,1559,2130,2227,gedung
57,74,1120,1344,1388,1346,1345,1390,1386,1559,2130,2227,gedung
58,74,1198,1362,1360,1427,1403,1441,1401,1559,2274,2348,gedung
59,74,1186,1350,1488,1427,1403,1441,1410,1559,2274,2348,gedung
60,74,1198,1376,1410,1585,1537,1504,1386,1685,2422,2612,gedung
61,74,1100,1284,1376,1585,1537,1504,1338,1685,2422,2612,gedung
62,74,1102,1284,1322,1480,1514,1510,1340,1685,2395,2736,gedung
63,74,1124,1304,1332,1480,1514,1510,1369,1685,2395,2736,gedung
64,74,1134,1334,1352,1489,1527,1414,1434,1685,2511,2986,gedung
65,74,1178,1338,1444,1489,1527,1414,1518,1685,2511,2986,gedung
41,75,839,1038,960,1114,1598,1652,2019,1811,2602,2753,gedung
42,75,681,756,725,992,1570,1672,1910,1890,2718,2758,gedung
43,75,437,479,569,992,1570,1672,1539,1890,2718,2758,gedung
44,75,271,429,475,724,1289,1485,1754,1890,2280,1891,gedung
45,75,280,467,408,724,1289,1485,1537,1890,2280,1891,gedung
46,75,265,482,376,730,1233,1529,1526,1890,1881,1487,gedung
47,75,273,440,354,730,1233,1529,1359,1890,1881,1487,gedung
52,75,956,1116,1198,1231,1336,1333,1357,1654,1763,2023,gedung
56,75,1198,1350,1352,1346,1345,1390,1381,1559,2130,2227,gedung
57,75,1158,1330,1434,1346,1345,1390,1425,1559,2130,2227,gedung
58,75,1270,1414,1432,1427,1403,1441,1485,1559,2274,2348,gedung
59,75,1278,1458,1568,1427,1403,1441,1525,1559,2274,2348,gedung
60,75,1346,1534,1534,1585,1537,1504,1577,1685,2422,2612,gedung
61,75,1214,1396,1460,1585,1537,1504,1447,1685,2422,2612,gedung
62,75,1188,1344,1310,1480,1514,1510,1395,1685,2395,2736,gedung
63,75,1130,1278,1364,1480,1514,1510,1359,1685,2395,2736,gedung
64,75,1126,1314,1332,1489,1527,1414,1367,1685,2511,2986,gedung
65,75,1002,1194,1268,1489,1527,1414,1349,1685,2511,2986,gedung
44,76,1182,1412,1498,2156,2393,2325,2431,1890,4104,5513,gedung
45,76,1023,1238,1272,2156,2393,2325,2303,1890,4104,5513,gedung
46,76,710,828,952,1814,2255,2198,2161,1890,4038,4880,gedung
47,76,572,719,766,1814,2255,2198,1876,1890,4038,4880,gedung
53,76,630,788,838,1115,1550,1839,1598,1654,2798,2559,gedung
54,76,766,889,980,1173,1495,1771,1465,1559,2362,2290,gedung
55,76,853,1058,1136,1173,1495,1771,1398,1559,2362,2290,gedung
56,76,954,1136,1204,1184,1459,1542,1333,1559,1976,2120,gedung
57,76,1001,1202,1284,1184,1459,1542,1320,1559,1976,2120,gedung
58,76,1196,1422,1466,1229,1436,1490,1434,1559,1985,2094,gedung
59,76,1342,1560,1664,1229,1436,1490,1660,1559,1985,2094,gedung
60,76,1410,1614,1694,1440,1601,1593,1762,1685,2250,2436,gedung
61,76,1282,1488,1670,1440,1601,1593,1639,1685,2250,2436,gedung
62,76,1332,1478,1534,1432,1475,1565,1591,1685,2312,2380,gedung
63,76,1124,1312,1450,1432,1475,1565,1390,1685,2312,2380,gedung
64,76,1180,1332,1312,1339,1358,1412,1376,1685,2034,2136,gedung
65,76,850,1016,1052,1339,1358,1412,1303,1685,2034,2136,gedung
48,77,1338,1472,1664,1421,1929,1903,2447,1654,3528,3763,gedung
55,77,492,696,686,1173,1495,1771,1915,1559,2362,2290,gedung
59,77,872,1114,1224,1229,1436,1490,1547,1559,1985,2094,gedung
60,77,920,1180,1240,1440,1601,1593,1485,1685,2250,2436,gedung
61,77,985,1210,1322,1440,1601,1593,1442,1685,2250,2436,gedung
62,77,1310,1508,1474,1432,1475,1565,1587,1685,2312,2380,gedung
63,77,1098,1296,1380,1432,1475,1565,1473,1685,2312,2380,gedung
64,77,1122,1238,1282,1339,1358,1412,1371,1685,2034,2136,gedung
65,77,716,930,961,1339,1358,1412,1350,1685,2034,2136,gedung
49,78,1996,2380,2574,2584,2541,2574,2995,2584,4510,5977,gedung
50,78,1932,2216,2394,2505,2618,2498,2954,2584,4534,6019,gedung
51,78,1782,1966,2192,2505,2618,2498,2962,2584,4534,6019,gedung
56,78,555,714,603,1252,1754,2006,1780,2229,2897,2844,gedung
62,78,687,930,981,1106,2092,2272,1674,2269,1972,1690,gedung
63,78,727,966,977,1106,2092,2272,1572,2269,1972,1690,gedung
64,78,796,947,926,1086,1893,1845,1527,2269,1862,1638,gedung
65,78,578,756,745,1086,1893,1845,1537,2269,1862,1638,gedung
40,79,1260,1354,1588,1706,1904,1611,2043,1844,3543,3844,gedung
41,79,1030,1226,1506,1706,1904,1611,1916,1844,3543,3844,gedung
42,79,1062,1282,1586,1760,1900,2048,1845,2212,4205,4344,gedung
43,79,1576,1874,1960,1760,1900,2048,2230,2212,4205,4344,gedung
44,79,1840,1874,2020,2378,2256,2594,2313,2212,4726,5296,gedung
49,79,1726,1976,2258,2584,2541,2574,2353,2584,4510,5977,gedung
50,79,1830,2184,2466,2505,2618,2498,2541,2584,4534,6019,gedung
51,79,1956,2344,2642,2505,2618,2498,2775,2584,4534,6019,gedung
52,79,2060,2458,2690,2303,2615,2428,3013,2584,4603,5854,gedung
53,79,2124,2544,2702,2303,2615,2428,3119,2584,4603,5854,gedung
54,79,2060,2272,2510,1958,2390,2351,3113,2229,4327,4637,gedung
45,80,2498,2896,3060,2460,2618,2450,3349,2212,4694,5648,gedung
46,80,1952,2160,2288,2563,2625,2552,2747,2212,5167,5782,gedung
47,80,1660,1920,2174,2563,2625,2552,2438,2212,5167,5782,gedung
48,80,1662,1902,2088,2453,2407,2532,2266,2584,5037,5571,gedung
50,80,1498,1720,1904,2547,2422,2720,2076,2584,4987,5630,gedung
